absolute_path,relative_path,data_type,label,confidence,human_verified,bbox_left,bbox_top,bbox_right,bbox_bottom,file_height,file_width,DateTimeOriginal,DateTime,DateTimeDigitized,Latitude,Longitude,GPSLink,Altitude,Make,Model,Flash,ExifOffset,ResolutionUnit,YCbCrPositioning,XResolution,YResolution,ExifVersion,ComponentsConfiguration,FlashPixVersion,ColorSpace,ExifImageWidth,ISOSpeedRatings,ExifImageHeight,ExposureMode,WhiteBalance,SceneCaptureType,ExposureTime,Software,Sharpness,Saturation,ReferenceBlackWhite
C:/Users/Deva/Desktop/Wildlifeai/Deployment_0001/images,image_0001_2025-01-02.jpg,img,person,0.557,False,0,0,639,480,480,640,NA,NA,NA,-39.35379972222222,174.43829972222224,"https://maps.google.com/?q=-39.35379972222222,174.43829972222224",NA,NA,NA,NA,314,2,1,72.0,72.0,b'0231',b'\x01\x02\x03\x00',b'0100',1,640,NA,480,NA,NA,NA,NA,NA,NA,NA,NA
C:/Users/Deva/Desktop/Wildlifeai/Deployment_0001/images,image_0002_2025-01-02.jpg,img,person,0.477,False,0,0,640,475,480,640,NA,NA,NA,-39.35379972222222,174.43829972222224,"https://maps.google.com/?q=-39.35379972222222,174.43829972222224",NA,NA,NA,NA,314,2,1,72.0,72.0,b'0231',b'\x01\x02\x03\x00',b'0100',1,640,NA,480,NA,NA,NA,NA,NA,NA,NA,NA
C:/Users/Deva/Desktop/Wildlifeai/Deployment_0001/images,image_0005_2025-01-02.jpg,img,person,0.721,False,0,0,640,480,480,640,NA,NA,NA,-39.35379972222222,174.43829972222224,"https://maps.google.com/?q=-39.35379972222222,174.43829972222224",NA,NA,NA,NA,314,2,1,72.0,72.0,b'0231',b'\x01\x02\x03\x00',b'0100',1,640,NA,480,NA,NA,NA,NA,NA,NA,NA,NA
